brand,name,old_price,old_price_cents,new_price,new_price_cents,reviews_rating_number,reviews_amount
,Tênis Feminino Macio Caminhada Academia Treino Confortável,49,90,16,63,4.1,(7)
USAFLEX,Tênis Feminino Al1003002 Com Zíper Lateral Branco Usaflex,389,99,159,99,5.0,(1)
SKECHERS,Tênis Skechers Go Run Elevate Masculino - Laranja,449,99,337,49,,
ARTORO,Tênis Masculino Em Couro Legítimo Sola Alta Dia A Dia ,153,11,133,05,4.5,(366)
DEMOCRATA,Tênis Democrata Drake Pulse Masculino,299,90,33,32,,
,Tenis Casual Skate Moda Unisex Masculino Feminino Camurça,99,88,78,90,4.8,(5)
EVERLAST,Tênis Everlast Forceknit 5 Masc Branco / Bege,219,99,31,43,4.8,(25)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
NID FEET,Tênis Meia Infantil Escolar S/ Cadarço Calce Fácil Dia A Dia,75,90,56,92,4.4,(31)
OLYMPIKUS,Tênis Olympikus Apolis Feminino Macio Confortável Leve Novo,189,99,176,69,4.7,(7)
NID FEET,Tênis Infantil Masculino Confortável Estiloso Sola Alta,78,90,74,95,4.9,(13)
,Tênis Masculino Social Urbano Anatômico Elegante Sola Reta,138,90,75,30,4.9,(11)
ZEUS,Tênis Ortopédico Super Leve Zeus Indicado Esporão Diabético,149,99,99,97,4.3,(94)
,Tênis Masculino D3,169,90,152,91,,
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
SANTA LOLLA,Tênis Slip On Santa Lolla Feminino Casual Preto Original,178,90,152,06,4.6,(37)
BEIRA RIO,Tênis Feminino Casual Básico Sapatênis Conforto Leve Macio,78,90,59,17,4.6,(630)
IZABELA ARAÚJO,Tênis Slip-on Feminino Confortável E Prático Pro Dia A Dia,106,60,10,45,5.0,(2)
ALLSTAR,Tênis All Star Plataforma Caramelo Courino Feminino Original,249,97,31,25,4.8,(47)
POLO PLUS,Tênis Masculino Polo Plus Casual Leve Branco Preto E Óculos,89,99,30,,,
ACTVITTA,Tenis Sapatenis Confortavel Actvitta Masculino Casual,149,90,130,41,5.0,(15)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
HOCKS,Tênis Hocks Puff Skate Original Masculino Feminino,349,90,295,20,4.8,(221)
ÖUS,Tênis Öus Imigrante Essencial Masculino Feminino Unissex,318,88,197,70,4.6,(96)
,Sapatênis Masculino Casual Couro Ecológico Confort Costurado,117,44,95,12,5.0,(10)
,Kit 2 Sapatenis Masculino Sapato Casual Basico,129,90,32,48,,
,Tenis Sophia Almeida Casual - 633mc,95,67,31,,,
NEW BALANCE,Tenis Masculino New Balance Fresh Foam 680 Classic - Oficial,721,60,432,96,4.6,(14)
POLO VOKER,Tenis Running Esportivo Academia Original Voker Premium,78,90,45,90,4.6,(176)
CRSHOES,Sapatenis Crshoes Sapato Masculino Adulto Casual ,92,32,30,77,4.7,(162)
NEW BALANCE,Tênis New Balance Casual Confortável Macio Leve - Masculino,499,99,318,22,4.9,(13)
KOLOSH,Kolosh C3183 Feminino C3183,159,99,99,99,,
QUIKSILVER,Tenis Quiksilver Masculino Bordado Adulto Skatista ,84,90,8,32,4.5,(60)
INFINIT,Tênis Infantil Force Inf Feminino E Masculino  Promoção Full,74,90,57,67,4.5,(20)
ACTVITTA,Tênis Feminino Actvitta Confortável Slip On Casual Original,137,49,106,90,,
DAKOTA,Tênis Feminino Flatform Dakota Casual,299,99,159,99,4.9,(13)
ARTORO,Tenis Iate Sapatenis Couro Legitimo Slip On Elastico Preto,188,60,132,02,4.7,(73)
KOLOSH,Sapatênis Feminino Kolosh Clássico Confortável Moda C2743,159,90,147,10,4.8,(342)
ASCENSION,Tenis Ortopedico Masculino Para Caminhada Grande 45 46 47 48,129,90,32,48,4.6,(32)
OLYMPIKUS,Tênis Olympikus Index 3 Masculino Original ,189,99,161,49,4.0,(1)
OLYMPIKUS,Tênis Olympikus Day Feminino Cinza E Rosa Claro Original,252,98,169,50,5.0,(5)
SANTA LOLLA,Slip On Santa Lolla Feminino Em Neoprene Confortável,258,90,230,42,5.0,(6)
PLAZA,Kit 2 Pares De Tênis Masculino Academia Caminhada Casual Neo,139,90,13,71,4.2,(732)
,Tênis Feminino Yasmin Flatform Plataforma Confortável Vittal,164,33,111,74,4.6,(226)
ORTOPASSO,Tênis Infantil Ortopasso Jogging Escolar Menina,78,90,26,30,,
ACTVITTA,Tenis Sapatenis Confortavel Actvitta Masculino Casual,212,49,169,99,5.0,(10)
ACTVITTA,Tênis Sapateais Confortável Actvitta Masculino Preto,149,99,37,50,4.8,(229)
PEGADA,Sapatenis Microfibra Pgd Tenis Pegada Lançamento & Original,189,90,167,11,4.8,(148)
FXB,Kit 2 Tenis Masculino Academia Fxb Conforto Macio Leve 515,144,34,129,90,4.6,(116)
ON RUNNING,Tênis Masculino On Running Cloudtilt Black/ivory,1.049,90,104,,4.8,(5)
VIA MARTE,Tenis Feminino Via Marte Confortável Lançamento Mulher Moda,349,90,34,21,4.8,(22)
,Tênis Para Caminhar Macio Leve Feminino,64,90,21,63,,
ANACAPRI,Tênis Feminino Casual Anacapri Tons Pastéis C3053300040003u,279,90,257,92,,
,"Tenis Olympikus Proof 3 Masculino Numero 45,46,47,48",209,90,199,40,4.8,(708)
,Tenis Feminino E Masculino Casual Old Estilo Off Star Oferta,69,90,62,91,4.3,(528)
,Kit 2 Pares Tênis Esportivo Corrida Ortopédico + Relógio,169,90,118,93,,
POLO PLUS,Sapatenis Tenis Polo Masculino Original Casual Promoção,119,99,11,76,4.5,(689)
MORMAII,Tênis Mormaii Urban Skate Masculino Original Envio Imediato,169,90,154,60,4.7,(89)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
OLDSEN,Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ,78,99,72,06,4.2,(229)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
MOLECA,Tênis Feminino Casual Desfiado Branco Off - White Moleca ,119,90,79,99,4.8,(47)
MIZUNO,Tênis Masculino Mizuno Wave Xt90 Academia Caminnhada Corrida,459,70,137,42,5.0,(1)
PICCADILLY,Tênis Fem Piccadilly Napa Stretch Slipon Amortecimento Gel,239,99,160,79,5.0,(2)
OLYMPIKUS,Tênis Casual Básico Social Olympikus Lançamento Confortável,239,99,187,19,5.0,(6)
FREEDOM,Tenis Feminino Esportivo + Relogio Academia Corrida Treino ,110,40,61,82,4.3,(653)
RED NOSE,Tenis Red Nose  Caster Rnnm815 Marinho/látex  Original,199,90,135,93,5.0,(2)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
,Sapatênis Tênis Slip-on Masculino Bardone Calce Fácil,139,90,107,91,4.7,(2231)
FORK,Calçado Masculino Sola Alta Tênis Casual Linha Premium,149,90,37,48,4.6,(7)
WAVE,Tenis Wave Ls Flor De Lotus Premium Preto Off Pronta Entrega,369,90,159,05,4.2,(139)
OLDSEN,Tenis Feminino Casual Novo Confortavel Promoção Original ,78,97,7,74,4.5,(345)
ADVENTURE,Bota Coturno Tenis Adventure Cano Alto Couro Impermeável ,131,99,121,43,4.6,(358)
,Tênis Feminino  Calce Fácil Meia Barato,39,90,13,30,4.6,(1650)
MOLECA,Tenis Casual Feminino Moleca Star,109,90,65,94,4.7,(30)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
,Tenis Sneaker Masculino Sola Alta Oversize Chunky Conforto,63,90,54,31,4.4,(113)
CONVERSE,Tenis Converse All Star Preto Ct04950001 Plataforma Original,329,90,32,99,4.8,(143)
POLO PLUS,Kit Sapatênis Polo Plus Modelo 08 + Óculos De Sol Envio Já,115,20,97,92,4.5,(180)
,Tenis Sapatenis Slip On Mocassim Masculin Original Em Tecido,78,98,26,33,4.7,(45)
,Tenis Feminino Casual Nyc Shoes Feminino Masculino Moda,78,90,55,23,4.5,(753)
RAFARILLO,Sapatênis Masculino Rafarillo Toronto Alth 7cm 93051 Couro,259,90,25,41,4.8,(10)
FILA,Tênis Fila Efecto Feminino Esportivo Corrida Confortável,349,90,34,21,,
VILI,Tenis Feminino Academia Confortavel Barato Pra Malhar,104,90,78,67,4.7,(2344)
,Combo Tênis Masculino Leve Confortável 3 Pares Kit Original,279,90,27,37,4.5,(95)
ADIDAS,Tênis Feminino Grand Court Base 2.0 adidas,345,30,251,99,4.8,(655)
ADIDAS,Tênis Masculino Vl Court Base adidas,599,99,269,99,4.7,(405)
QIX,Tênis Qix Masculino 80's Original,333,32,185,14,4.7,(171)
MODARE,Sapato Feminino Tênis Ortopédico Esporão E Facite Original,149,99,112,49,4.7,(55)
LEVE STAR,Tenis Masculino Esportivo Caminhada Academia Corrida Malhar.,78,99,63,19,4.3,(1176)
EVERLAST,Tenis Crossfit Treinos Intensos Resistente Leve Macio,499,99,299,99,5.0,(1)
MODARE,Tênis Feminino Modare Ultraconforto Super Leve 7395.100,229,90,32,84,4.9,(14)
SOFT WORKS,Tênis Mameluko Iate Soft Works Enfermagem Estampado,134,90,118,71,4.8,(1252)
SKECHERS,Tênis Masculino Go Run Vast Skechers Novo,349,99,268,99,4.9,(73)
NEW BALANCE,Tenis New Balance 373v2 Masculino Nb Casual Original Macio,499,95,369,95,4.5,(44)
VIZZANO,Tênis Feminino Casual Feminino Vizzano Confortavel Original,149,99,115,99,4.7,(86)
PEGADA,Tênis Casual Masculino 171606-01 Com Calce Fácil Pegada,239,90,198,99,5.0,(4)
ACTVITTA,Tênis Esportivo Caminhada Academia Crossfit Actvitta 4802101,139,90,13,71,4.6,(323)
OLYMPIKUS,Tênis Olympikus Eros Masculino - Preto E Branco,199,90,33,32,4.8,(24)
STREET WALKER,Tênis Masculino Academia Corrida Esportivo Leve + Relogio,139,99,13,72,4.2,(11)
,Tenis Branco Feminino Casual Plataforma Recortes Fitscarpa,117,80,78,92,4.7,(207)
JOMA,Tênis Joma Set Lady Preto,255,44,24,98,4.0,(8)
,Sapatilha Aquatica Antiderrapante Tênis Praia Bike Unissex,54,99,18,33,4.6,(325)
OLYMPIKUS,Tênis Masculino Olympikus Jogging 100 Original,229,99,32,86,,
LEILA SOARES,Tenis Feminino Kit 2 Pares Sapatenis Casual Moda Ref390,114,41,105,25,4.5,(152)
,Kit Tênis Feminino Branco Casual Moderno + Bolsa  + Relógio,69,90,55,92,,
DEMOCRATA,Democrata Tênis Feminino Bora Marrom/amarelo,239,90,34,27,4.9,(8)
MONSEG,Tênis Antiderrapante Profissional Cozinha Hospital Com C.a,69,14,41,49,4.7,(32)
TOTO,Kit Tenis Sem Cadarço Academia Com Bolsa E Relógio,78,99,67,14,5.0,(1)
FILA,Tênis Feminino Fitness Bold W Conforto Original,339,88,288,89,5.0,(1)
KOLOSH,Tênis Casual Kolosh Calce Fácil Conforto Brilho Impulse,147,19,36,80,4.8,(59)
,Tênis Feminino Casual Sola Alta Chunky Blogueira Promoção,109,90,65,94,4.3,(101)
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,99,42,33,14,4.7,(276)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
USAFLEX,Tênis Usaflex Básico Slip On Feminino,269,90,136,99,4.6,(55)
FERRACINI,Sapatenis Masculino Ferracini Vox Couro,289,99,32,22,4.7,(14)
COCA-COLA,Tênis Coca-cola Miami Town Suede Original,169,99,34,,4.9,(23)
,Kit Tenis Masculino Sport Fino Couro Ecologico + Relogio Top,138,59,13,59,,
ULTRABONE,Tenis Masculino Polo Kit Fone + Relógio Inteligente Celular,159,90,31,98,5.0,(1)
VIZZANO,Tênis Feminino Vizzano Clássico Casual Básico Original 1214,119,95,110,35,4.8,(10)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
,Kit 2 Pares Tênis Feminino E Masculino Casual Old Off Star,159,90,129,51,4.2,(541)
POLOFRAN,Kit 2 Pares Tênis Polo Fran Masculino Casual + Brindes,78,90,64,69,5.0,(1)
,Kit Tenis Masculino Casual Premium Confortavel Estiloso Novo,128,69,32,17,,
ADIDAS,adidas Streetcheck Cloudfoam Court Low Masculino Adultos,399,99,276,99,4.7,(1111)
SKECHERS,Tênis Feminino Go Walk Joy Skechers *oferta*,189,99,137,99,4.9,(104)
VIA MARTE,Tênis Via Marte Lateral Glitter Coleção Nova,179,90,17,64,,
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
UNDER ARMOUR,Tênis Under Armour Tribase Reps 2 Preto,499,90,444,91,4.7,(10)
JOMA,Tênis Joma Master 1000,399,90,39,,4.7,(106)
OLP,Tênis Esportivo Feminino Academia Caminhada Promoção Barato,69,99,58,78,4.4,(1902)
,Tênis Crossfit Masculino Tryd Caminhada Academia Barato ,59,99,42,99,4.5,(4491)
,Tênis Mark Unissex Ad New Star Old School Ind Urbano Escolar,78,79,26,26,,
,Tênis Olympikus Venus 3 Macio Caminhada Academia Original,179,99,170,99,4.9,(8)
VIZZANO,Tênis Feminino Casual Moderno Vizzano Original Confortável,149,49,14,66,4.9,(11)
ABUZZE,Sapatenis Feminino Tenis Casual Moda Original Leve ,78,65,7,,3.7,(3)
SBELTA,Tenis Feminino Casual Sbelta Leve Macio Confortável 2217,78,90,74,95,4.7,(270)
POLO JOY,Tenis Meia Confortavel Polo Joy Masculino Original,139,90,128,70,4.7,(13)
,Sapatilha Adventure Neoprene Pesca Ciclismo Trilha Dia A Dia,79,74,7,,4.3,(146)
FILA,Tênis Fila Masculino Renno Classic Original,329,98,200,49,4.5,(50)
GUNGA,Tênis Feminino Casual Confortável Estilo Moderno Branco,69,90,23,30,,
DM DAMANDO,Tenis Masculino Esportivo Academia Confortavel Crossfit Leve,82,90,8,13,4.6,(55)
SCHUTZ,Schutz Tênis St-001 Branco,590,50,560,05,5.0,(11)
SKECHERS,Tênis Masculino Ultra Flex 2.0 Skechers,399,99,334,99,4.7,(3)
,Kit 3 Pares Tenis Feminino Combo Academia Original Caminhada,192,90,173,61,4.6,(133)
PEGADA,Sapatênis Pegada 171801,219,90,197,91,4.9,(28)
NID FEET,Tênis Casual Infantil Menino Dia A Dia Listras Nid Feet,78,90,74,95,5.0,(37)
VIZZANO,Tenis Casual Feminino Conforto Vizzano,169,90,16,66,4.8,(90)
PUMA,Tênis Puma Caven Tape Lancamento 100% Original,449,08,413,88,4.8,(21)
ADRUN,Tênis Esportivo Masculino Adrun Flex Go 9801m Preto,139,90,34,98,4.5,(6)
,Tênis Feminino Olympikus Acqua Preto Confortável Original,220,43,31,,,
OLYMPIKUS,Tênis Feminino Caminha Corrida Fitness Olympikus Confortavel,229,99,137,99,4.7,(248)
OLYMPIKUS,Tenis Olympikus Eros Unissex Preto,199,90,189,90,5.0,(3)
,Tênis Ortopédico Feminino Para Esporão E Fascite Calcâneo,93,45,31,15,4.8,(79)
FILA,Tênis Fila Street Fit 2 Feminino Original Performance Leve ,369,90,318,11,4.8,(90)
FXB,Sapatênis Tênis Casual Fxb Masculino Sapato Estilo Conforto,74,90,7,34,4.3,(37)
,Tenis Feminino Confortavel Macio Leve Atividades Fisicas Ll,87,95,29,32,,
OLYMPIKUS,Tênis Feminino Atmos Preto Olympikus,163,43,134,99,4.7,(3754)
,Tenis Masculino Parlo Casual Sapatenis Cadarço Conforto Top,99,90,58,94,4.8,(25)
VIA MARTE,Tênis Feminino Via Marte Casual Slip On Confortável Original,199,99,159,99,4.8,(62)
UNDER ARMOUR,Tênis De Corrida Under Armour Charged Hit Se,424,99,329,99,4.7,(153)
,Tenis Ortopedico Masculino Corrida Caminhada Tamanho Grande,139,35,132,38,4.7,(173)
,Tênis Feminino Any Way Air Run Caminhada Academia + Relógio,99,97,64,98,4.7,(501)
ULTRABONE,Tenis Feminino Academia Ultrabone Leve Corrida Ultra Sport,44,90,4,40,3.6,(7)
FILA,Fila Recovery Masculino Adultos,289,90,28,35,4.7,(1951)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
KOLOSH,Tênis Kolosh Casual Branco Feminino C3001b,159,90,31,98,,
MACBOOT,Tênis Macboot Adventure Para Trilha E Caminhada Ecológica,369,90,36,,,
,Sapatilha Aquatica Neoprene Sola Forte Confortavel Multi Uso,81,57,27,19,4.6,(74)
,Kit 2 Pares Tênis Revior Masculino Tamanho Especial,259,90,218,31,4.6,(46)
POLO JOY,Tenis Masculino Polo Joy Sapatenis Sapato Casual Promoção,120,06,72,,4.7,(325)
STREET STAR,Tenis Street Star Cano Baixo Feminino E Masculino Original ,139,90,128,70,4.4,(7)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
ACTVITTA,Tênis Masculino Esportivo Academia Slip On Eva Actvitta,159,59,15,,4.6,(60)
,Tênis Cano Alto Academia Basquete Palmilha Anatômica,169,90,33,98,4.8,(192)
FERENZO,Tênis Branco Casual Feminino Básico Leve Macio Ultra Confort,64,90,59,70,4.5,(11)
,Tênis Olympikus Dynamic Esportivo Academia Macio Original ,279,99,265,99,4.8,(54)
ADIDAS,Tênis Feminino Court Plataforma Casual adidas *oferta*,599,99,262,99,4.3,(30)
OLYMPIKUS,Tênis Masculino Olympikus Diffuse 5 Original Esportivo,310,49,279,88,4.9,(178)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
,Kit Tênis Masculino Esporte Fino Casual + Carteira Relogio,139,90,118,91,4.3,(134)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
COLCCI,Tênis Colcci Luzon Preto - Feminino,329,18,138,55,4.6,(56)
ADIDAS,Tênis Barreda adidas,349,99,35,,5.0,(1)
OLYMPIKUS,Tênis Olympikus Citrus 2 Esportivo Feminino Original,189,10,170,02,4.7,(257)
OLYMPIKUS,Olympikus Urbano Ast Sem gênero,249,99,104,99,5.0,(2)
PLAZA,Kit 2 Pares Tênis Feminino Casual Esportivo + Relógio Digita,149,90,14,70,4.4,(50)
NEW BALANCE,Tenis Esportivo New Balanc U9060 Sea Salt Legitimo Original,679,56,434,46,,
,Tenis Olympikus Dynamic Masculino Esportivo  Original,289,90,275,40,4.8,(253)
UNDER ARMOUR,Tênis De Basquete Masculino Under Armour Swish,329,99,33,,4.9,(8)
MODARE,Tênis Feminino Modare Linho Ultraconforto,129,99,122,19,4.8,(650)
VIA MARTE,Tenis Feminino Via Marte Casual Plataforma Lançamento Adulto,289,90,240,61,4.8,(76)
PUMA,Puma Smash V2 Masculino Adultos,349,90,263,15,4.8,(453)
,Kit Tênis Masculino Academia Dia A Dia Sofisticado Barato,118,90,39,63,,
ABUZZE,Tênis Abuzze Ruptor,99,90,33,30,3.7,(3)
ARTORO,Tênis Casual Masculino Sapatenis Comfortável Leve Dia A Dia ,79,52,69,82,4.6,(187)
,Tênis Feminino Masculino Lançamento Leve E Confortavel,99,90,33,30,,
RAFARILLO,Tênis Masculino Rafarillo Alth Aumenta 7cm Altura Conforto,302,90,287,75,4.9,(21)
TAYGRA,Taygra Original Para Dança Confortável  Preto - Envio 24hs ,179,90,17,64,4.8,(165)
OLYMPIKUS,Tenis Olympikus Soma Esportivo Original,210,20,193,94,4.8,(80)
OLYMPIKUS,Olympikus Tenis Index 3 Academia Treino Caminhada,209,90,174,21,4.7,(14)
ADIDAS,Tênis Esportivo Masculino Indoor Ligra 7 adidas *oferta*,599,99,357,99,4.9,(39)
VIA MARTE,Via Marte 23-13102 V Feminino Adultos,299,90,33,32,4.9,(20)
,Kit 2 Tênis Para Academia Feminino Ortopédico + Relógio,190,88,148,88,4.6,(485)
DC SHOES,Tênis Dc Shoes Manteca 4 Masculino - White/black,599,13,521,11,,
THUNDER,Tenis Sapatenis Lona Bordado Polo Thunder Kit Com Relógio,149,90,104,93,,
HOCKS,Tênis Hocks Puff Topázio Urbano Adulto Feminino Masculino.,299,61,278,63,4.7,(25)
,Tênis Casual Com Estilo E Conforto,172,90,34,58,,
,Tenis Masculino Em Couro Confortável Sapatenis Casual Barato,78,99,7,74,4.5,(1577)
RAMARIM,Tênis Ramarim Snk Fly High Tratorado Feminino Branco Preto,264,99,25,91,,
OLYMPIKUS,Tenis Olympikus Versa,247,54,202,76,5.0,(10)
UNDER ARMOUR,Tenis Masculino Under Armour Charged Quicker - Original,489,29,290,77,4.8,(72)
SOFT WORKS,Tenis Soft Works Bb80 Sapato Hospital Enfermagem Cozinha Epi,78,90,7,73,4.8,(196)
,Tênis Feminino Chunky Casual Meia Solado Plataforma Promoção,109,90,78,02,4.4,(136)
ASCENSION,Tenis Masculino Leve Confotavel Dia A Dia Para Treino,105,31,35,10,4.5,(229)
ABUZZE,Tênis Masculino Force Full 100% Confortavel,159,05,151,21,,
MODARE,Sapato Feminino Tenis Ortopédico Modare Esporão Calce Facil,149,90,119,92,4.7,(70)
ÖUS,Tênis Ous Imigrante Sintético 69 Branco Oe Lançamento C/nf,399,99,40,,4.6,(25)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,Kit Tênis Masculino Esporte Fino Casual + Carteira Relogio,139,90,118,91,4.3,(134)
,Sapatenis Masculino Slip On Couro Legitimo Palmilha Gel,226,80,180,13,4.8,(77)
QIX,Tênis Retrô Am Qix Skate Streetwear Masculino White Original,269,90,26,39,4.9,(90)
GUGI,Tênis Gugi Feminino Casual Fiorella Leve Antiderrapante 622,78,90,7,73,4.7,(89)
OLYMPIKUS,Tênis Olympikus Masculino Dynamic - Original,279,99,31,11,5.0,(10)
RAMARIM,Tênis Ramarim Feminino Chunky Dad Sneaker Casual Lançamento,279,99,151,19,4.9,(157)
OLYMPIKUS,Tênis Masculino Diffuse Olympikus *oferta*,299,99,200,99,4.8,(359)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
BYARA,Tênis Feminino Casual Eco Capuccino Cadarço Confortável Leve,174,90,34,98,4.8,(77)
PUMA,Tênis Masculino Skyrocket Lite Puma,349,90,212,99,4.9,(489)
FILA,Tênis Feminino Ardenza Fila,391,05,222,99,4.8,(46)
POLO BLU,Tenis Sapatenis Masculino Cano Alto Casual Bota Polo Blu,79,90,26,63,4.7,(15)
OLYMPIKUS,Olympikus Marez Masculino Adultos,349,99,190,99,4.8,(1388)
KOLOSH,Tênis Feminino Casual Antiderrapante Kolosh,199,99,109,99,4.8,(12)
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,99,42,33,14,4.7,(276)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
FILA,Tenis Fila Casual Feminino Arcade Low Classic Branco,369,90,325,51,4.8,(63)
ADIDAS,Tênis Casual Masculino Grand Court Base 2.0 adidas *oferta*,599,99,202,99,4.8,(640)
,Sapatilha Aquática Tênis Híbrido Pesca Praia Piscina Bm366,74,90,52,43,4.7,(245)
RANSTER COMFORT,Tenis Masculino Ranster 100% Couro Legitimo Comforto Em Gel,239,90,34,27,5.0,(1)
